"ProjectID","EPGeoName","lat","lng","Ward","Constituency","County","Project Cost Yearly Breakdown (KES)","Total Project Cost (KES)","Approval Date ","Start Date (Planned)","Start Date (Actual)","End Date (Planned)","End Date (Actual)","Duration","Duration (Months)","Project Title","Project Description","Project Objectives","NG Programme","Vision 2030 Flagship Ministry","Vision 2030 Flagship Project/Programme","Implementing Agency","Implementation Status","MTEF Sector","Work Plan Progress (%) "
"2012/053321","Isiolo",1.013,38.54,"CHARI","ISIOLO NORTH","ISIOLO",47428572,66400000,"06/26/2011 12:00:00 AM","06/26/2011 12:00:00 AM",,"08/07/2017 12:00:00 AM",,"73 months 11 days","73 months","Kenya Rural Development Programme (Krdp)","Increased access to and availability of food in kenya
Strengthen institutional capacity to manage droughts and improved food security and livehoods in Asal areas
Strengthen Agricultural sector coordination unit","The project will contribute to improved food security in Kenya","010800 - Crop Development and Management; 071300 - Special Initiatives","Ministry of Agriculture, Livestock and Fisheries","ASAL Development Projects","103 - Ministry of Devolution and Planning; 116 - Ministry of Agriculture, Livestock and Fisheries; 1032 - State Department for Devolution; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2012/053362","Isiolo",1.013,38.54,"CHARI","ISIOLO NORTH","ISIOLO",18699186991710,37398373983740,"06/25/2004 12:00:00 AM","09/25/2004 12:00:00 AM",,"06/30/2015 12:00:00 AM","09/04/2019 12:00:00 AM","129 months 5 days","129 months","Northern Corridor Transport Improvement Project (NCTIP)","Rehabilitation of Northern Corridor and Emergency Restoration of damaged public assets.","To enhance efficiency and effectiveness of Kenya's transport sector.","020200 - Road Transport","Ministry of Transport and Infrastructure","Lamu Corridor Development.","109 - Ministry of Transport and Infrastructure; 153 - MOT - Kenya Airports Authority; 154 - MOT - Kenya Civil Aviation Authority; 1091 - State Department of Infrastructure; 1092 - State Department of Transport","Ongoing","Energy, Infrastructure and ICT",0
"2012/053430","Isiolo County",1.013,38.54,"CHARI","ISIOLO NORTH","ISIOLO",,1615000000,"07/20/2006 12:00:00 AM","07/20/2006 12:00:00 AM",,"09/30/2017 12:00:00 AM",,"102 months 17 days","102 months","Rural Roads Rehabilitation (Roads 2000 Project Phase III) - EC","Roadworks component comprising of:
1) Routine maintenance, Spot improvement, partial rehabilitation, rehabilitation of shoert sections not exceeding 5km, environmental, social and safety issues.
 Capacity  building component of training ; roads departmen","The overall is to reduce transport costs and time for road users to access ecomonic and social services thereby increasing accessability, income and employment in rural areas.","020200 - Road Transport","Unspecified","Unspecified","109 - Ministry of Transport and Infrastructure; 135 - MOR - Kenya Rural Roads Authority (KERA); 1091 - State Department of Infrastructure","Ongoing","Energy, Infrastructure and ICT",0
"2012/053676","Isiolo",1.013,38.54,"CHARI","ISIOLO NORTH","ISIOLO",200000000,220000000,"04/15/2009 12:00:00 AM","07/01/2009 12:00:00 AM","11/08/2009 12:00:00 AM","06/23/2014 12:00:00 AM",,"82 months 9 days","82 months","Armed Violence And Small Arms Reduction In Pastoralist Communities In Kenya","The main purpose of the project is to develop the capacity of national and local government to effectively prevent and reduce level of armed violence and proliferation of small arms and light weapons in order to nurture peace and enhance socio-economic d","The project has six objectives namely:
1. To develop comprehensive strategies and programmes on armed violence and small arms reduction in pastoralist areas
2. Top develop capacity of national and local government, national focal point, district peace co","071300 - Special Initiatives","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1032 - State Department for Devolution","Ongoing","Public Administration and International Relations (PAIR)",0
"2010/051749","Kitale (Populated Place)",1.016,35.006,"MATISI","SABOTI","TRANS NZOIA",,,,,,,,,,,,,,,,,,,0
"2012/053368","Nzoia",1.024,35.002,"MATISI","SABOTI","TRANS NZOIA",17727598750,23636798393,"01/05/2012 12:00:00 AM","01/05/2012 12:00:00 AM","05/01/2012 12:00:00 AM","05/01/2013 12:00:00 AM",,"62 months 26 days","62 months","Kenya Water Security & Climate Resillience Project (KWSCRP)","Analyze the water sector's legal, institutional and operational framework","To facilitate the preparation of a proposed project designed to support climate-resilient water resources development and management","100400 - Water Resources Management","Ministry of Environment Water and Natural Resources","Water Resource Development for the Attainment of Adequacy in Quality and Quantity.","110 - Ministry of Environment Water and Natural Resources; 1102 - State Department for Water and Regional Authorities.","Ongoing","Environmental Protection, Water and Natural Resources",0
"2010/052061","Trans Nzoia East",1.026,35.192,"CHERANGANY/SUWERWA","CHERANGANY","TRANS NZOIA",923964217,1055959105,"05/08/2009 12:00:00 AM","07/01/2009 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"95 months 8 days","95 months","Cash Trasfer For Orphans & Vulnerable Children (CT-OVC)","Transfering regular and predictable cash to identified poor households living with orphans and vulnerable children to reduce the level of poverty and vulnerability and promote social inclusion and participation of the vulnerable groups.","To reduce vulnerability and subsequent suffering among the porest kenyan households taking care of the OVC by  providing regular and preditable cash transfer to poor households taking care of the orphans  and vulnerable children in order to strengthen th","090800 - Social Development and Children Services","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1141 - Ministry of Labour Social Security and Services","Ongoing","Social Protection, Culture and Recreation",3.71
"2010/052474","Trans Nzoia East",1.026,35.192,"CHERANGANY/SUWERWA","CHERANGANY","TRANS NZOIA",70564139,70564139,"05/01/2009 12:00:00 AM","05/01/2009 12:00:00 AM","01/09/2009 12:00:00 AM","06/30/2016 12:00:00 AM",,"85 months 29 days","85 months","Post Elections Violence Livelihoods Recovery Project","This project will aid in  post election violence recovery and intergration process through the restoration of livelihoods in affected areas of the greater Nakuru, kisumu, transnzoia and uasingishu districts respectively.This will contribute to the broade","1. To enhance livelihoods restoration initiatives for social economic recovery for affected communities.
2. To expand livelihoods opportunities and linkages to ongoing national livelihood programmes","071300 - Special Initiatives","Unspecified","Unspecified","103 - Ministry of Devolution and Planning","Ongoing","Unspecified",0
"2011/053187","Trans Nzoia East",1.026,35.192,"CHERANGANY/SUWERWA","CHERANGANY","TRANS NZOIA",2985074702,5970149254,"09/06/2009 12:00:00 AM","12/06/2009 12:00:00 AM","06/12/2009 12:00:00 AM","02/12/2016 12:00:00 AM","02/04/2017 12:00:00 AM","87 months 27 days","87 months","Kenya Agricutural Productivity & Agribusiness Project (KAPAP)","To support the agricultural research systems and agricultural extension, farmer and other Stakeholder empowerment.","To increase the agricultural productivity and incomes of participating small-holder farmers in 20 districs in Kenya","010900 - Agribusiness and Information Management","Ministry of Agriculture, Livestock and Fisheries","Enactment of Consolidated Agricultural Policy Reform Legislation ; Setting up of Five Livestock Disease-free Zones in the ASAL Regions","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
"2010/052333","Trans Nzoia District",1.045,34.979,"MATISI","SABOTI","TRANS NZOIA",,73529412,"10/09/2006 12:00:00 AM","05/07/2007 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"79 months 24 days","79 months","Natural Resources Management Project (NRM)","water resource management and irrigation
management of forest resources
livelihood investiments","the objective of the project is to enhance the recipient institutional capacity to manage water and forestresources, reduce the incidence and severity of water shocks  such as drought, flood and water shortage in river catchments and improve the  livelih","100400 - Water Resources Management; 100300 - Natural Resources Conservation and Management","Unspecified","Unspecified","110 - Ministry of Environment Water and Natural Resources","Ongoing","Environmental Protection, Water and Natural Resources",0
"2011/052964",0,1.045,34.979,"MATISI","SABOTI","TRANS NZOIA",1030800000,1718000000,"07/07/2004 12:00:00 AM","03/15/2005 12:00:00 AM",,"09/30/2017 12:00:00 AM",,"150 months 15 days","150 months","Rural Health III","District Health System Strengthened
Disease Prevention and Control Programmes
Project Management","To enhance accessibility and affordability of quaility basic health services for all Kenyans with specific emphasis on the poor and vulnerable","040100 - Preventive & Promotive Health Services","Unspecified","Unspecified","1081 - Ministry of Health","Ongoing","Health",0
"2010/051749","Trans Nzoia County",1.051,34.957,"MATISI","SABOTI","TRANS NZOIA",,,,,,,,,,,,,,,,,,,0
"2010/052061","Samburu East",1.068,37.474,"WAMBA EAST","SAMBURU EAST","SAMBURU",923964217,1055959105,"05/08/2009 12:00:00 AM","07/01/2009 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"95 months 8 days","95 months","Cash Trasfer For Orphans & Vulnerable Children (CT-OVC)","Transfering regular and predictable cash to identified poor households living with orphans and vulnerable children to reduce the level of poverty and vulnerability and promote social inclusion and participation of the vulnerable groups.","To reduce vulnerability and subsequent suffering among the porest kenyan households taking care of the OVC by  providing regular and preditable cash transfer to poor households taking care of the orphans  and vulnerable children in order to strengthen th","090800 - Social Development and Children Services","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1141 - Ministry of Labour Social Security and Services","Ongoing","Social Protection, Culture and Recreation",3.71
"2010/052061","Samburu Central",1.09,36.716,"MARALAL","SAMBURU WEST","SAMBURU",923964217,1055959105,"05/08/2009 12:00:00 AM","07/01/2009 12:00:00 AM",,"12/31/2013 12:00:00 AM",,"95 months 8 days","95 months","Cash Trasfer For Orphans & Vulnerable Children (CT-OVC)","Transfering regular and predictable cash to identified poor households living with orphans and vulnerable children to reduce the level of poverty and vulnerability and promote social inclusion and participation of the vulnerable groups.","To reduce vulnerability and subsequent suffering among the porest kenyan households taking care of the OVC by  providing regular and preditable cash transfer to poor households taking care of the orphans  and vulnerable children in order to strengthen th","090800 - Social Development and Children Services","Unspecified","Unspecified","103 - Ministry of Devolution and Planning; 1141 - Ministry of Labour Social Security and Services","Ongoing","Social Protection, Culture and Recreation",3.71
"2012/053883","Maralal",1.097,36.698,"MARALAL","SAMBURU WEST","SAMBURU",,,,,,,,,,,,,,,,,,,0
"2010/052474","Kwanza",1.137,34.854,"CHEPCHOINA","ENDEBESS","TRANS NZOIA",70564139,70564139,"05/01/2009 12:00:00 AM","05/01/2009 12:00:00 AM","01/09/2009 12:00:00 AM","06/30/2016 12:00:00 AM",,"85 months 29 days","85 months","Post Elections Violence Livelihoods Recovery Project","This project will aid in  post election violence recovery and intergration process through the restoration of livelihoods in affected areas of the greater Nakuru, kisumu, transnzoia and uasingishu districts respectively.This will contribute to the broade","1. To enhance livelihoods restoration initiatives for social economic recovery for affected communities.
2. To expand livelihoods opportunities and linkages to ongoing national livelihood programmes","071300 - Special Initiatives","Unspecified","Unspecified","103 - Ministry of Devolution and Planning","Ongoing","Unspecified",0
"2011/053187","Kwanza",1.137,34.854,"CHEPCHOINA","ENDEBESS","TRANS NZOIA",2985074702,5970149254,"09/06/2009 12:00:00 AM","12/06/2009 12:00:00 AM","06/12/2009 12:00:00 AM","02/12/2016 12:00:00 AM","02/04/2017 12:00:00 AM","87 months 27 days","87 months","Kenya Agricutural Productivity & Agribusiness Project (KAPAP)","To support the agricultural research systems and agricultural extension, farmer and other Stakeholder empowerment.","To increase the agricultural productivity and incomes of participating small-holder farmers in 20 districs in Kenya","010900 - Agribusiness and Information Management","Ministry of Agriculture, Livestock and Fisheries","Enactment of Consolidated Agricultural Policy Reform Legislation ; Setting up of Five Livestock Disease-free Zones in the ASAL Regions","116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture","Ongoing","Agriculture, Rural and Urban Development (ARUD)",0
